tipo_operacion,importe,hora,dia_semana,pais_destino,antiguedad_cliente,num_transacciones_24h,importe_promedio_historico,ratio_importe_vs_historico,canal,es_fraude
compra_pos,174.66,10,3,domestic,17,1,185.15,0.9434,app_movil,0
transferencia_internacional,19.54,13,1,domestic,28,1,19.33,1.0106,web,0
transferencia,33.32,9,5,domestic,109,0,37.72,0.8833,cajero,0
compra_pos,97.96,13,5,EU,74,0,72.02,1.3601,sucursal,0
transferencia,75.54,21,0,domestic,43,4,58.6,1.2891,cajero,0
retiro_cajero,63.43,11,4,Africa,42,2,40.42,1.5693,app_movil,0
retiro_cajero,152.18,19,1,US,36,1,124.62,1.2211,web,0
retiro_cajero,502.95,19,1,domestic,110,1,378.36,1.3293,sucursal,0
retiro_cajero,136.12,22,6,domestic,85,1,143.22,0.9504,app_movil,0
transferencia_internacional,15.02,9,4,US,77,3,22.02,0.6822,app_movil,0
pago_online,91.7,8,3,Asia,113,2,59.08,1.5521,app_movil,0
pago_online,60.31,18,1,domestic,60,1,94.54,0.638,app_movil,0
transferencia,49.12,14,3,domestic,24,2,29.29,1.6769,cajero,0
transferencia,92.54,7,2,domestic,89,3,129.07,0.717,web,0
transferencia,106.45,14,6,domestic,34,2,108.14,0.9844,app_movil,0
transferencia,137.54,19,1,domestic,77,1,167.74,0.8199,web,0
transferencia_internacional,325.45,23,5,LATAM,2,7,163.45,1.9911,cajero,1
transferencia,85.51,13,0,EU,137,3,103.36,0.8273,web,0
compra_pos,17.98,13,0,domestic,82,1,130.44,0.1378,app_movil,0
compra_pos,271.55,9,5,domestic,79,1,278.89,0.9737,app_movil,0
pago_online,24.81,8,4,EU,42,0,21.83,1.1365,web,0
transferencia_internacional,125.71,20,4,domestic,94,2,124.78,1.0075,sucursal,0
pago_online,66.8,9,6,EU,63,4,72.48,0.9216,sucursal,0
transferencia,42.93,13,1,domestic,114,3,63.84,0.6724,app_movil,0
compra_pos,65.86,6,6,domestic,36,2,68.67,0.9591,sucursal,0
retiro_cajero,29.6,9,4,domestic,74,1,45.24,0.6544,web,0
transferencia,141.72,19,5,domestic,75,2,155.18,0.9133,app_movil,0
retiro_cajero,217.57,6,4,domestic,32,3,206.67,1.0527,app_movil,0
transferencia,106.92,9,4,domestic,8,0,110.51,0.9675,cajero,0
transferencia,159.75,20,4,domestic,22,6,177.5,0.9,cajero,0
retiro_cajero,44.85,23,4,domestic,15,2,366.8,0.1223,web,0
retiro_cajero,124.39,2,2,domestic,28,0,82.27,1.5119,app_movil,0
retiro_cajero,700.19,17,0,domestic,30,2,692.79,1.0107,cajero,0
transferencia,33.27,22,6,domestic,35,2,27.33,1.2172,sucursal,0
compra_pos,79.6,8,2,domestic,30,0,109.84,0.7247,sucursal,0
pago_online,96.6,14,4,domestic,43,1,138.21,0.6989,cajero,0
compra_pos,36.0,15,1,domestic,41,0,40.63,0.8861,web,0
pago_online,318.73,14,5,domestic,31,1,256.2,1.2441,app_movil,0
retiro_cajero,125.74,19,6,Africa,60,4,166.01,0.7574,sucursal,0
compra_pos,209.67,23,5,EU,86,4,275.21,0.7618,app_movil,0
retiro_cajero,59.19,10,0,domestic,118,2,57.02,1.0381,cajero,0
retiro_cajero,109.63,14,5,EU,58,3,151.2,0.725,app_movil,0
transferencia,31.75,14,6,domestic,69,1,29.87,1.0629,app_movil,0
pago_online,372.44,11,0,domestic,28,1,286.9,1.2981,cajero,0
transferencia,80.49,12,4,domestic,57,2,86.93,0.926,cajero,0
pago_online,54.51,21,5,domestic,26,2,88.68,0.6147,web,0
transferencia,103.23,23,0,domestic,98,2,198.39,0.5204,web,0
transferencia,91.86,12,6,domestic,64,2,96.06,0.9563,cajero,0
pago_online,129.8,22,3,domestic,52,2,121.13,1.0715,web,0
transferencia_internacional,123.18,3,6,Asia,2,4,77.79,1.5835,web,1
transferencia,176.28,14,2,US,77,2,131.94,1.3361,app_movil,0
compra_pos,47.93,19,4,domestic,38,0,51.57,0.9294,cajero,0
pago_online,53.32,8,5,domestic,39,1,69.09,0.7718,sucursal,0
pago_online,27.33,9,1,domestic,46,1,46.02,0.5938,cajero,0
compra_pos,87.62,19,3,Asia,77,1,117.46,0.746,cajero,0
pago_online,89.66,8,3,domestic,40,3,63.45,1.4132,sucursal,0
compra_pos,121.31,4,6,Africa,17,2,32.15,3.7732,web,1
transferencia,100.93,22,2,domestic,55,0,190.87,0.5288,web,0
retiro_cajero,37.48,18,1,domestic,126,3,33.28,1.1262,sucursal,0
pago_online,92.75,13,4,EU,62,1,121.34,0.7644,app_movil,0
pago_online,206.48,8,0,domestic,37,2,149.46,1.3815,app_movil,0
compra_pos,79.81,18,2,EU,64,2,65.02,1.2275,app_movil,0
compra_pos,173.59,23,3,EU,66,1,170.72,1.0168,app_movil,0
compra_pos,341.84,13,2,Africa,64,2,335.98,1.0175,app_movil,0
retiro_cajero,47.58,9,1,domestic,62,0,46.18,1.0302,app_movil,0
compra_pos,69.46,14,3,domestic,43,1,78.55,0.8842,cajero,0
transferencia_internacional,78.74,14,4,EU,78,4,79.11,0.9954,web,0
pago_online,44.05,9,2,Asia,118,1,37.55,1.1732,web,0
retiro_cajero,31.6,3,2,domestic,48,3,18.37,1.7202,app_movil,0
transferencia_internacional,66.06,11,1,domestic,51,1,74.75,0.8837,app_movil,0
transferencia,74.41,18,0,domestic,34,1,102.05,0.7291,web,0
retiro_cajero,44.93,17,3,domestic,128,1,56.45,0.7959,web,0
compra_pos,172.23,19,6,Africa,66,0,199.72,0.8624,app_movil,0
compra_pos,1194.56,14,2,domestic,116,3,772.06,1.5472,app_movil,0
transferencia_internacional,150.59,19,1,US,73,1,191.54,0.7862,web,0
retiro_cajero,239.31,15,2,US,76,0,224.34,1.0667,app_movil,0
pago_online,182.31,16,3,domestic,66,0,505.13,0.3609,app_movil,0
transferencia,23.14,20,6,domestic,79,2,27.29,0.8479,app_movil,0
transferencia,17.95,18,3,US,21,1,22.82,0.7865,app_movil,0
compra_pos,17.07,16,0,domestic,41,1,18.47,0.9242,app_movil,0
transferencia,35.85,17,1,domestic,46,1,34.1,1.0512,app_movil,0
retiro_cajero,86.55,16,1,domestic,36,1,72.64,1.1915,app_movil,0
retiro_cajero,105.95,11,4,Asia,28,1,97.77,1.0837,web,0
compra_pos,115.37,10,2,domestic,136,1,156.16,0.7388,web,0
retiro_cajero,113.31,9,1,domestic,26,3,122.25,0.9269,web,0
compra_pos,75.35,14,1,domestic,142,6,138.53,0.544,app_movil,0
transferencia_internacional,48.85,9,5,US,75,0,48.38,1.0098,app_movil,0
pago_online,123.15,15,0,domestic,30,1,125.61,0.9804,app_movil,0
pago_online,685.53,9,3,domestic,24,0,675.28,1.0152,app_movil,0
compra_pos,67.32,9,4,LATAM,20,1,67.95,0.9908,app_movil,0
transferencia,149.89,16,6,domestic,33,1,169.82,0.8826,web,0
retiro_cajero,225.48,7,0,domestic,57,4,151.82,1.4852,app_movil,0
pago_online,197.7,17,5,domestic,24,3,250.58,0.789,app_movil,0
transferencia,16.29,0,4,domestic,56,2,11.14,1.4626,web,0
retiro_cajero,18.67,14,6,domestic,39,3,27.55,0.6777,web,0
transferencia,102.19,13,5,domestic,1,1,72.81,1.4035,app_movil,0
pago_online,181.07,16,5,domestic,31,1,133.63,1.355,web,0
transferencia,68.87,10,2,EU,100,2,71.05,0.9694,app_movil,0
pago_online,187.12,20,2,domestic,44,1,124.66,1.501,web,0
compra_pos,73.67,21,6,domestic,50,2,63.83,1.1541,cajero,0
transferencia,129.87,8,5,domestic,49,4,92.45,1.4047,sucursal,0
pago_online,164.63,20,0,LATAM,79,5,332.09,0.4957,web,0
retiro_cajero,227.89,12,0,domestic,148,1,161.28,1.413,app_movil,0
compra_pos,68.19,1,0,Africa,21,7,42.81,1.593,web,1
transferencia,36.29,11,0,EU,49,1,36.47,0.9952,app_movil,0
compra_pos,291.47,4,0,US,82,0,280.06,1.0408,app_movil,0
compra_pos,45.89,10,2,domestic,31,1,45.3,1.013,app_movil,0
retiro_cajero,180.94,12,3,domestic,62,4,187.93,0.9628,sucursal,0
transferencia,107.07,10,3,Africa,60,2,68.28,1.5682,sucursal,0
transferencia,84.93,8,0,domestic,134,1,54.96,1.5453,app_movil,0
transferencia,124.71,12,4,domestic,28,1,103.66,1.2031,app_movil,0
retiro_cajero,106.59,17,2,US,93,1,94.47,1.1283,cajero,0
pago_online,194.49,21,0,Africa,64,2,144.13,1.3494,web,0
transferencia,307.14,14,3,EU,45,3,429.96,0.7143,web,0
retiro_cajero,27.86,23,5,domestic,85,1,32.89,0.847,app_movil,0
retiro_cajero,35.92,11,3,US,27,0,71.18,0.5046,cajero,0
compra_pos,37.43,11,0,domestic,65,2,45.99,0.8139,app_movil,0
transferencia,77.1,15,1,domestic,42,2,124.63,0.6186,web,0
transferencia,56.17,12,1,domestic,19,4,92.02,0.6104,app_movil,0
transferencia,249.32,9,1,Africa,47,2,289.25,0.862,web,0
transferencia,65.26,18,3,domestic,74,2,72.77,0.8968,cajero,0
transferencia,14.38,7,1,domestic,52,0,13.64,1.054,app_movil,0
retiro_cajero,861.68,10,3,LATAM,56,0,458.28,1.8803,web,0
transferencia,102.94,14,4,domestic,35,1,156.81,0.6564,web,0
retiro_cajero,118.9,13,3,domestic,62,2,134.21,0.8859,cajero,0
transferencia,196.6,11,2,domestic,32,1,124.49,1.5792,cajero,0
compra_pos,59.39,15,4,domestic,50,3,58.76,1.0107,app_movil,0
transferencia,71.08,10,2,Africa,59,2,61.58,1.1543,cajero,0
pago_online,34.84,20,5,domestic,74,2,37.37,0.9323,web,0
pago_online,115.11,10,3,domestic,13,0,155.56,0.74,web,0
pago_online,49.39,23,6,domestic,31,2,63.62,0.7763,sucursal,0
transferencia,98.02,19,1,domestic,16,1,154.96,0.6325,sucursal,0
compra_pos,110.03,17,1,domestic,76,0,239.71,0.459,app_movil,0
pago_online,47.51,12,0,EU,9,0,60.1,0.7905,cajero,0
pago_online,138.61,10,2,EU,10,2,118.93,1.1655,web,0
retiro_cajero,252.63,10,0,domestic,10,4,191.76,1.3174,app_movil,0
retiro_cajero,47.69,1,1,domestic,46,3,95.3,0.5004,cajero,0
transferencia,109.19,7,3,domestic,20,2,109.8,0.9944,app_movil,0
transferencia,230.08,12,5,domestic,49,1,214.9,1.0706,app_movil,0
transferencia,18.58,13,6,domestic,35,0,24.76,0.7506,app_movil,0
pago_online,252.82,17,2,domestic,270,0,185.1,1.3658,web,0
transferencia,559.35,13,5,domestic,52,4,564.04,0.9917,sucursal,0
transferencia,36.35,15,4,domestic,35,2,29.65,1.2261,cajero,0
transferencia,85.71,19,4,domestic,109,1,93.41,0.9176,app_movil,0
retiro_cajero,1318.5,6,5,US,9,3,240.94,5.4723,app_movil,1
retiro_cajero,202.65,20,1,domestic,99,0,152.86,1.3257,web,0
pago_online,71.51,11,1,domestic,116,2,60.66,1.1788,app_movil,0
retiro_cajero,280.09,13,5,domestic,130,2,230.95,1.2128,app_movil,0
transferencia,58.98,16,1,domestic,75,0,80.54,0.7323,web,0
pago_online,225.96,9,3,domestic,61,0,219.29,1.0304,web,0
pago_online,127.17,20,3,EU,6,1,194.01,0.6555,web,0
transferencia_internacional,138.1,17,6,US,85,1,181.51,0.7608,web,0
pago_online,37.54,16,3,EU,32,0,77.69,0.4833,app_movil,0
transferencia,133.39,7,4,domestic,102,2,207.82,0.6418,app_movil,0
transferencia,281.23,19,4,LATAM,88,2,299.02,0.9405,app_movil,0
retiro_cajero,9.05,20,1,domestic,30,0,19.64,0.4609,app_movil,0
compra_pos,194.36,10,1,US,49,0,135.92,1.43,sucursal,0
pago_online,58.54,1,3,domestic,55,1,70.27,0.833,web,0
transferencia,53.06,6,4,domestic,69,3,88.83,0.5973,web,0
pago_online,43.02,13,2,domestic,83,1,49.85,0.863,app_movil,0
transferencia,30.46,10,2,domestic,31,2,35.05,0.8691,app_movil,0
transferencia,38.24,15,2,domestic,21,0,39.51,0.9678,app_movil,0
transferencia,34.01,17,6,domestic,48,4,53.21,0.6391,cajero,0
pago_online,501.09,15,6,domestic,131,0,570.3,0.8786,web,0
retiro_cajero,133.6,16,1,domestic,97,1,128.06,1.0432,web,0
transferencia,22.63,15,1,LATAM,37,4,28.25,0.8009,app_movil,0
transferencia,49.98,10,6,domestic,46,0,45.94,1.0879,app_movil,0
transferencia,116.18,9,4,domestic,65,1,93.62,1.2409,sucursal,0
transferencia,59.59,21,0,domestic,45,2,42.78,1.393,web,0
retiro_cajero,64.77,17,2,US,21,0,50.59,1.2803,app_movil,0
retiro_cajero,270.42,14,4,domestic,81,1,193.21,1.3996,web,0
retiro_cajero,113.33,17,1,domestic,27,1,238.89,0.4744,app_movil,0
pago_online,239.13,9,1,EU,50,0,201.11,1.189,app_movil,0
transferencia,20.48,6,5,Africa,64,0,22.57,0.9074,cajero,0
compra_pos,42.76,12,3,domestic,28,6,42.21,1.013,web,0
transferencia,68.92,21,3,domestic,29,0,67.93,1.0146,web,0
transferencia,101.5,22,4,EU,88,0,110.31,0.9201,app_movil,0
transferencia,58.86,19,2,domestic,41,0,70.6,0.8337,web,0
transferencia,212.77,15,3,domestic,37,0,225.53,0.9434,web,0
transferencia,22.6,19,5,Asia,56,0,41.54,0.5441,web,0
pago_online,165.66,13,1,US,42,1,142.16,1.1653,app_movil,0
retiro_cajero,47.35,21,3,domestic,44,3,38.66,1.2249,web,0
retiro_cajero,119.05,19,1,domestic,22,1,161.98,0.735,app_movil,0
retiro_cajero,42.43,15,4,domestic,90,1,30.16,1.4069,web,0
retiro_cajero,307.99,2,2,LATAM,19,6,38.06,8.0923,app_movil,1
pago_online,72.73,10,3,US,69,1,144.43,0.5036,sucursal,0
retiro_cajero,26.04,12,3,US,15,0,31.5,0.8268,app_movil,0
pago_online,1087.28,15,3,domestic,17,2,1038.63,1.0468,web,0
pago_online,13.54,12,3,LATAM,78,0,58.43,0.2317,sucursal,0
retiro_cajero,132.96,15,4,domestic,76,1,148.29,0.8966,app_movil,0
transferencia,92.45,14,0,Africa,79,1,75.48,1.2248,app_movil,0
transferencia,75.02,21,5,domestic,35,0,78.29,0.9583,app_movil,0
retiro_cajero,89.67,13,6,domestic,73,2,62.03,1.4456,app_movil,0
compra_pos,64.79,14,0,domestic,28,0,65.56,0.9882,web,0
pago_online,68.37,16,0,Asia,31,4,116.53,0.5867,cajero,0
transferencia,25.53,19,1,EU,79,4,26.6,0.9597,web,0
compra_pos,36.08,8,1,LATAM,59,2,31.0,1.1638,cajero,0
pago_online,289.29,12,1,domestic,77,3,436.92,0.6621,web,0
pago_online,300.33,20,2,domestic,32,0,284.96,1.0539,web,0
transferencia,96.2,18,0,Asia,56,3,80.86,1.1898,app_movil,0
retiro_cajero,143.85,21,0,domestic,54,2,129.07,1.1145,web,0
compra_pos,182.44,13,0,domestic,66,1,152.82,1.1938,web,0
compra_pos,33.48,20,2,domestic,72,1,37.18,0.9006,web,0
transferencia,82.11,21,2,domestic,56,1,126.04,0.6515,web,0
retiro_cajero,143.4,10,1,domestic,7,2,105.22,1.3629,web,0
transferencia,19.72,19,6,US,11,3,23.71,0.8315,sucursal,0
pago_online,80.21,19,0,domestic,39,0,86.25,0.93,app_movil,0
transferencia_internacional,160.08,17,6,EU,94,2,132.82,1.2052,app_movil,0
transferencia,17.81,14,1,domestic,11,0,35.84,0.4968,app_movil,0
transferencia,37.64,18,0,domestic,50,1,50.78,0.7413,web,0
transferencia,53.75,10,2,EU,64,1,76.47,0.7029,cajero,0
pago_online,338.04,19,2,domestic,55,1,202.73,1.6674,web,0
pago_online,157.47,11,4,EU,45,1,140.6,1.12,app_movil,0
retiro_cajero,377.1,14,1,domestic,59,0,240.18,1.5701,web,0
compra_pos,138.86,5,5,LATAM,65,2,110.69,1.2545,app_movil,0
retiro_cajero,86.68,8,0,domestic,69,2,87.3,0.9929,web,0
pago_online,60.51,1,3,EU,52,1,81.23,0.7449,web,0
pago_online,238.07,12,3,domestic,43,0,151.78,1.5686,app_movil,0
pago_online,115.76,15,6,domestic,67,0,99.87,1.1591,app_movil,0
pago_online,53.4,7,1,domestic,60,1,36.96,1.4448,app_movil,0
pago_online,621.45,15,6,domestic,31,1,340.13,1.8271,app_movil,0
compra_pos,52.69,0,1,US,128,0,60.57,0.8698,app_movil,0
transferencia,1015.87,18,3,domestic,17,0,735.34,1.3815,app_movil,0
pago_online,102.08,12,3,domestic,48,1,142.72,0.7152,sucursal,0
compra_pos,147.59,23,5,domestic,51,3,168.17,0.8776,web,0
transferencia,200.62,5,1,domestic,108,0,183.92,1.0908,cajero,0
transferencia,311.02,9,0,Africa,34,4,280.24,1.1098,web,0
transferencia,62.67,14,3,EU,7,1,69.08,0.9072,app_movil,0
retiro_cajero,95.52,8,5,domestic,84,1,49.92,1.9135,web,0
retiro_cajero,113.7,18,6,domestic,21,1,98.06,1.1595,web,0
retiro_cajero,21.65,12,6,domestic,121,0,16.19,1.3374,web,0
transferencia_internacional,41.38,18,0,domestic,25,1,43.9,0.9427,web,0
retiro_cajero,69.28,20,3,domestic,77,1,60.7,1.1414,app_movil,0
pago_online,76.99,11,2,EU,130,3,97.13,0.7927,web,0
pago_online,76.04,18,0,domestic,92,2,69.03,1.1015,app_movil,0
pago_online,88.23,23,3,domestic,76,1,81.37,1.0843,web,0
retiro_cajero,11.23,15,2,domestic,96,0,43.99,0.2553,web,0
pago_online,21.47,19,4,Asia,39,2,27.39,0.784,app_movil,0
compra_pos,81.37,17,6,US,29,4,91.82,0.8862,web,0
pago_online,417.03,7,1,domestic,43,1,534.95,0.7796,sucursal,0
compra_pos,160.8,1,1,EU,64,1,150.81,1.0663,web,0
pago_online,151.28,18,4,domestic,73,3,214.14,0.7065,web,0
transferencia,132.42,13,1,domestic,84,3,108.62,1.2191,sucursal,0
transferencia_internacional,481.28,21,4,Africa,10,3,34.95,13.7704,app_movil,1
transferencia,219.5,18,1,domestic,81,1,174.87,1.2552,web,0
retiro_cajero,143.84,11,2,domestic,33,2,273.38,0.5262,app_movil,0
compra_pos,39.48,22,3,domestic,54,0,86.58,0.4559,app_movil,0
pago_online,82.31,11,1,domestic,75,1,70.8,1.1626,app_movil,0
pago_online,23.94,16,6,domestic,110,3,25.92,0.9235,app_movil,0
retiro_cajero,95.75,13,1,domestic,43,1,99.65,0.9609,web,0
transferencia_internacional,88.12,20,1,EU,73,1,73.9,1.1924,web,0
retiro_cajero,180.59,23,1,domestic,42,1,348.91,0.5176,app_movil,0
transferencia,127.08,22,0,domestic,122,0,138.22,0.9194,web,0
pago_online,161.91,19,4,domestic,31,4,338.83,0.4778,sucursal,0
transferencia,13.29,11,3,domestic,52,2,17.59,0.7554,app_movil,0
transferencia,335.86,18,0,domestic,82,1,235.2,1.428,app_movil,0
pago_online,464.48,18,0,domestic,32,1,348.12,1.3342,app_movil,0
retiro_cajero,87.75,18,5,domestic,126,2,77.64,1.1303,web,0
pago_online,18.66,22,3,domestic,67,1,17.18,1.086,web,0
compra_pos,65.57,9,4,domestic,31,1,107.6,0.6094,app_movil,0
compra_pos,181.01,10,6,domestic,42,4,234.89,0.7706,web,0
pago_online,19.18,14,0,LATAM,49,3,14.69,1.3055,web,0
pago_online,77.49,2,3,Africa,26,4,51.66,1.5,web,1
transferencia,340.3,14,4,domestic,89,1,260.49,1.3064,sucursal,0
compra_pos,22.76,8,2,domestic,72,0,33.57,0.6781,cajero,0
transferencia,60.11,23,0,domestic,54,0,66.45,0.9046,web,0
compra_pos,339.41,9,0,domestic,120,1,216.02,1.5712,web,0
pago_online,24.89,16,6,domestic,31,1,22.32,1.115,cajero,0
pago_online,46.64,12,4,domestic,54,2,58.16,0.8019,sucursal,0
transferencia,82.38,9,6,domestic,44,2,81.13,1.0155,web,0
retiro_cajero,80.4,11,6,domestic,35,1,143.0,0.5623,sucursal,0
transferencia,38.92,16,4,domestic,60,0,61.33,0.6347,app_movil,0
compra_pos,174.47,16,4,Asia,18,0,110.27,1.5822,app_movil,0
compra_pos,50.81,10,6,domestic,97,0,39.97,1.2712,web,0
compra_pos,210.7,12,5,domestic,30,2,315.27,0.6683,app_movil,0
retiro_cajero,24.24,8,0,domestic,65,2,45.02,0.5385,app_movil,0
compra_pos,87.4,19,1,LATAM,25,4,111.57,0.7834,cajero,0
transferencia,217.53,18,3,LATAM,13,2,158.95,1.3685,web,0
pago_online,28.04,5,0,Asia,66,1,70.19,0.3996,sucursal,0
retiro_cajero,324.91,10,6,US,76,3,189.65,1.7132,app_movil,0
compra_pos,142.98,17,4,domestic,29,2,254.69,0.5614,sucursal,0
transferencia,106.38,16,6,Asia,85,1,71.42,1.4894,web,0
transferencia,143.56,15,2,domestic,55,1,118.75,1.2089,cajero,0
transferencia,96.81,13,1,domestic,41,4,75.58,1.2809,sucursal,0
transferencia,159.11,22,4,domestic,23,2,218.54,0.7281,sucursal,0
retiro_cajero,55.64,18,5,US,45,1,33.77,1.6476,cajero,0
compra_pos,586.01,9,2,domestic,105,1,433.98,1.3503,web,0
pago_online,532.18,5,3,Asia,2,4,135.96,3.9142,web,1
compra_pos,31.73,18,3,domestic,26,1,24.85,1.2767,app_movil,0
retiro_cajero,120.84,12,2,LATAM,45,0,110.42,1.0944,web,0
pago_online,62.07,23,1,domestic,43,3,59.12,1.05,app_movil,0
transferencia,85.46,8,4,domestic,118,2,113.87,0.7505,cajero,0
compra_pos,20.2,8,2,domestic,111,1,24.21,0.8342,app_movil,0
transferencia_internacional,101.89,21,4,domestic,15,0,122.48,0.8319,cajero,0
transferencia,91.42,21,1,domestic,74,2,72.85,1.2549,app_movil,0
retiro_cajero,174.4,22,1,US,51,3,121.37,1.4369,cajero,0
transferencia,104.02,17,6,domestic,96,5,145.04,0.7172,app_movil,0
transferencia,134.31,10,5,EU,40,0,140.39,0.9567,app_movil,0
compra_pos,49.25,18,3,EU,22,1,41.51,1.1865,app_movil,0
compra_pos,23.33,6,2,Asia,44,2,49.74,0.4691,web,0
transferencia,43.26,10,0,domestic,120,3,50.08,0.8638,app_movil,0
compra_pos,26.0,13,0,US,59,3,27.65,0.9402,cajero,0
compra_pos,50.42,17,4,domestic,74,3,53.61,0.9405,web,0
transferencia,126.36,20,1,domestic,91,2,124.75,1.0129,web,0
retiro_cajero,101.32,11,5,domestic,43,3,241.26,0.42,app_movil,0
transferencia,30.59,17,5,domestic,46,1,29.45,1.0389,web,0
retiro_cajero,189.8,22,3,domestic,28,2,304.37,0.6236,web,0
pago_online,17.96,8,5,domestic,79,0,26.36,0.6815,sucursal,0
pago_online,178.38,12,0,domestic,52,0,116.28,1.5341,web,0
retiro_cajero,186.42,12,0,domestic,156,1,156.74,1.1893,app_movil,0
transferencia,99.54,19,1,domestic,44,1,89.06,1.1176,web,0
transferencia,47.62,11,3,domestic,44,5,38.43,1.239,web,0
retiro_cajero,35.3,8,4,domestic,93,2,112.85,0.3128,sucursal,0
pago_online,65.87,6,2,EU,58,4,103.38,0.6372,sucursal,0
compra_pos,68.97,16,0,domestic,52,2,177.89,0.3877,web,0
pago_online,77.01,15,0,domestic,107,2,307.29,0.2506,cajero,0
retiro_cajero,521.4,11,4,domestic,138,3,341.3,1.5277,web,0
pago_online,281.59,6,1,domestic,50,2,333.36,0.8447,web,0
transferencia,57.32,9,1,domestic,45,2,59.74,0.9594,sucursal,0
pago_online,143.33,13,1,domestic,73,2,100.39,1.4277,app_movil,0
transferencia,101.85,9,4,domestic,68,0,97.18,1.0481,app_movil,0
compra_pos,117.86,20,6,domestic,37,3,76.52,1.5402,cajero,0
transferencia,31.97,11,4,domestic,129,1,41.98,0.7615,cajero,0
compra_pos,103.75,18,3,domestic,43,2,127.08,0.8164,app_movil,0
pago_online,67.0,21,0,domestic,50,3,61.88,1.0828,app_movil,0
pago_online,178.18,18,4,domestic,19,1,300.0,0.5939,web,0
compra_pos,84.62,18,3,Africa,16,0,64.95,1.3029,sucursal,0
retiro_cajero,53.29,16,5,domestic,33,0,60.58,0.8797,web,0
retiro_cajero,45.05,16,1,domestic,18,0,72.98,0.6173,app_movil,0
retiro_cajero,28.88,17,0,domestic,37,2,23.98,1.2045,app_movil,0
retiro_cajero,19.78,10,1,domestic,8,0,29.42,0.6725,cajero,0
retiro_cajero,286.87,21,2,domestic,43,3,228.97,1.2529,app_movil,0
retiro_cajero,3.32,17,2,domestic,60,2,12.77,0.2599,app_movil,0
transferencia,71.09,10,3,Asia,25,2,71.62,0.9927,app_movil,0
pago_online,78.12,10,6,LATAM,21,1,60.59,1.2894,sucursal,0
compra_pos,30.03,16,1,domestic,17,4,30.27,0.9921,app_movil,0
transferencia,65.04,19,6,Asia,43,0,82.42,0.7891,cajero,0
pago_online,116.93,13,1,US,76,1,109.35,1.0694,sucursal,0
pago_online,226.61,6,0,EU,24,1,344.46,0.6579,app_movil,0
pago_online,93.11,14,1,domestic,29,1,86.94,1.071,app_movil,0
transferencia,255.87,20,2,domestic,29,1,345.77,0.74,web,0
transferencia,82.24,23,6,domestic,97,2,97.05,0.8474,sucursal,0
compra_pos,143.18,15,3,US,45,0,177.8,0.8053,app_movil,0
pago_online,329.69,16,1,domestic,36,1,273.89,1.2037,app_movil,0
compra_pos,66.68,9,3,domestic,65,0,72.07,0.9252,app_movil,0
retiro_cajero,84.8,21,3,domestic,17,1,131.96,0.6426,sucursal,0
compra_pos,135.43,12,3,domestic,42,3,135.3,1.001,web,0
compra_pos,72.91,10,3,domestic,81,4,58.19,1.2529,web,0
compra_pos,116.49,18,6,domestic,91,1,81.37,1.4316,app_movil,0
pago_online,143.68,11,3,domestic,64,2,187.12,0.7678,cajero,0
compra_pos,250.52,11,4,domestic,22,4,189.83,1.3197,cajero,0
transferencia,157.33,12,3,domestic,79,2,141.49,1.1119,app_movil,0
compra_pos,27.59,15,1,LATAM,14,3,30.28,0.9112,web,0
transferencia_internacional,221.74,1,2,Asia,3,4,103.49,2.1426,cajero,1
transferencia,45.98,11,6,domestic,101,1,95.47,0.4817,sucursal,0
retiro_cajero,118.93,10,1,domestic,77,4,80.37,1.4797,app_movil,0
retiro_cajero,65.88,20,0,domestic,64,3,110.56,0.5959,app_movil,0
compra_pos,723.09,8,1,domestic,30,0,539.36,1.3406,cajero,0
transferencia,14.3,14,2,domestic,37,0,29.44,0.4858,cajero,0
compra_pos,66.54,17,1,domestic,21,1,70.17,0.9483,sucursal,0
transferencia,135.13,14,5,domestic,36,1,221.48,0.6101,sucursal,0
transferencia,4.54,17,1,US,65,3,5.38,0.8445,app_movil,0
pago_online,101.99,9,0,domestic,14,2,122.59,0.832,app_movil,0
retiro_cajero,70.41,19,0,domestic,51,5,38.4,1.8337,app_movil,0
transferencia,15.6,12,1,domestic,83,2,11.7,1.3332,app_movil,0
transferencia,304.68,10,5,Africa,46,2,298.23,1.0216,sucursal,0
transferencia,145.33,7,3,EU,74,2,100.34,1.4484,web,0
pago_online,81.43,17,0,domestic,39,4,167.79,0.4853,web,0
retiro_cajero,64.37,9,3,domestic,35,1,42.29,1.5221,web,0
compra_pos,116.88,1,5,EU,93,3,141.94,0.8235,web,0
retiro_cajero,31.5,16,0,domestic,54,3,30.98,1.0169,web,0
pago_online,37.2,11,4,domestic,61,2,48.95,0.76,app_movil,0
pago_online,183.09,15,0,domestic,78,2,301.06,0.6081,sucursal,0
pago_online,97.7,9,1,domestic,71,0,76.75,1.273,cajero,0
transferencia_internacional,240.51,8,0,US,113,2,250.41,0.9605,cajero,0
compra_pos,224.53,20,0,domestic,27,2,199.55,1.1252,app_movil,0
transferencia,43.09,10,6,EU,81,3,32.0,1.3465,sucursal,0
retiro_cajero,179.22,9,3,domestic,76,2,142.58,1.257,sucursal,0
retiro_cajero,119.12,19,3,domestic,65,2,98.56,1.2086,web,0
pago_online,93.12,11,2,domestic,33,1,98.86,0.942,web,0
