loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,open_acc,pub_rec,revol_bal,revol_util,total_acc,loan_status
3275, 36 months,8.31,103.1,B,B1,10+ years,MORTGAGE,19031,Not Verified,debt_consolidation,11.82,1,8,0,623,18.9,19,Current
8500, 36 months,8.06,266.59,A,A4,6 years,RENT,67436,Not Verified,major_purchase,39.04,0,10,1,37957,39.1,27,Fully Paid
22800, 60 months,10.63,491.53,B,B5,4 years,RENT,220938,Source Verified,home_improvement,15.24,0,10,0,7936,56.9,26,Fully Paid
12075, 36 months,9.53,386.97,B,B3,10+ years,RENT,54602,Not Verified,debt_consolidation,11.0,0,5,0,19000,21.0,17,Fully Paid
3300, 36 months,18.49,120.12,D,D4,4 years,MORTGAGE,194508,Not Verified,debt_consolidation,20.73,0,12,0,10948,38.9,25,Fully Paid
8400, 36 months,12.9,282.62,C,C4,4 years,RENT,91243,Verified,major_purchase,50.0,0,12,1,20439,63.6,21,Fully Paid
22725, 36 months,12.59,761.22,C,C5,10+ years,RENT,61597,Not Verified,credit_card,17.07,0,9,0,17082,58.8,17,Charged Off
7950, 36 months,12.5,265.96,B,B4,1 year,MORTGAGE,138931,Verified,debt_consolidation,16.96,0,13,0,1524,62.9,25,Current
5000, 36 months,20.44,186.94,E,E1,1 year,MORTGAGE,41569,Source Verified,debt_consolidation,22.25,0,9,0,24817,15.8,19,Fully Paid
33625, 36 months,11.52,1109.14,C,C1,3 years,MORTGAGE,28514,Not Verified,home_improvement,23.92,0,7,1,14670,42.8,18,Fully Paid
4625, 36 months,22.72,178.36,F,F2,9 years,OTHER,28871,Not Verified,credit_card,10.29,0,17,0,892,16.7,34,Charged Off
8425, 36 months,13.03,283.99,C,C4,5 years,RENT,67816,Not Verified,debt_consolidation,29.85,0,14,0,14042,59.3,28,Fully Paid
6425, 60 months,5.0,121.25,A,A2,9 years,MORTGAGE,78238,Not Verified,debt_consolidation,15.68,0,10,0,1430,67.8,22,Fully Paid
15625, 36 months,12.05,519.35,C,C3,2 years,MORTGAGE,39761,Source Verified,car,16.89,0,9,1,34525,36.1,20,Fully Paid
13850, 36 months,9.35,442.69,B,B1,3 years,RENT,124459,Source Verified,debt_consolidation,10.46,0,9,0,17119,71.8,22,Fully Paid
5275, 36 months,16.25,186.11,D,D3,8 years,MORTGAGE,63133,Not Verified,debt_consolidation,14.44,0,13,0,9462,4.8,25,Fully Paid
6050, 36 months,5.0,181.32,A,A5,2 years,MORTGAGE,98484,Source Verified,home_improvement,29.07,1,14,0,10593,49.8,30,Fully Paid
10900, 60 months,5.83,209.87,A,A1,6 years,MORTGAGE,39777,Source Verified,debt_consolidation,26.01,0,10,0,1952,65.3,27,Fully Paid
11525, 60 months,21.77,316.8,E,E3,9 years,RENT,53680,Not Verified,home_improvement,19.76,0,16,0,15064,12.3,31,Charged Off
8425, 36 months,10.96,275.66,B,B5,10+ years,MORTGAGE,20758,Verified,credit_card,6.12,3,12,0,6076,7.6,26,Fully Paid
7975, 36 months,20.14,296.95,E,E3,< 1 year,OWN,50581,Not Verified,debt_consolidation,12.34,4,9,0,3483,68.1,21,Fully Paid
4175, 36 months,9.4,133.54,B,B5,6 years,RENT,68551,Source Verified,debt_consolidation,19.58,0,8,0,4112,35.0,25,Fully Paid
36125, 36 months,12.76,1213.02,C,C5,5 years,MORTGAGE,42774,Not Verified,debt_consolidation,13.85,1,10,0,2089,10.3,28,Current
15450, 36 months,16.85,549.68,D,D1,10+ years,MORTGAGE,57734,Not Verified,credit_card,21.38,0,10,0,62151,64.8,23,Fully Paid
9925, 60 months,13.15,226.59,C,C2,10+ years,RENT,69107,Verified,major_purchase,22.63,0,18,0,19335,61.1,33,Fully Paid
19600, 36 months,9.99,632.34,B,B5,10+ years,MORTGAGE,43437,Not Verified,other,28.86,0,8,0,24108,28.4,28,Fully Paid
8575, 36 months,10.25,277.7,B,B5,5 years,RENT,51089,Source Verified,credit_card,7.99,0,7,0,2440,35.7,20,Current
5575, 60 months,5.0,105.21,A,A1,4 years,OWN,38613,Source Verified,debt_consolidation,14.19,0,18,1,1041,60.2,28,Fully Paid
12600, 60 months,9.03,261.74,B,B2,6 years,MORTGAGE,34038,Not Verified,car,12.1,0,7,2,6460,9.5,18,Fully Paid
10900, 36 months,13.3,368.84,C,C4,4 years,OTHER,125202,Not Verified,home_improvement,13.12,0,13,0,6556,6.1,26,Fully Paid
32100, 60 months,22.55,896.63,F,F4,10+ years,RENT,25386,Not Verified,other,15.93,0,10,0,10182,8.7,25,Charged Off
5900, 60 months,18.99,153.02,E,E2,2 years,RENT,99940,Not Verified,debt_consolidation,18.14,0,10,3,65949,23.0,22,Fully Paid
5025, 60 months,16.17,122.65,D,D3,10+ years,MORTGAGE,26406,Verified,debt_consolidation,21.38,0,11,0,3359,31.1,28,Fully Paid
40000, 60 months,16.25,978.04,D,D1,10+ years,OWN,148282,Not Verified,medical,12.07,0,11,0,1542,47.1,22,Fully Paid
22675, 36 months,13.32,767.51,C,C2,3 years,MORTGAGE,84555,Not Verified,credit_card,14.46,0,11,0,2600,74.6,31,Charged Off
15450, 36 months,8.23,485.79,B,B4,10+ years,MORTGAGE,47847,Not Verified,credit_card,17.29,0,13,0,10147,71.0,33,Fully Paid
6125, 60 months,21.45,167.26,E,E5,1 year,MORTGAGE,105488,Source Verified,debt_consolidation,16.92,1,8,0,42759,20.5,26,Fully Paid
13250, 36 months,12.73,444.72,C,C4,1 year,RENT,114952,Not Verified,debt_consolidation,13.09,0,7,0,16287,13.4,21,Charged Off
4000, 36 months,13.22,135.2,C,C5,1 year,MORTGAGE,84738,Not Verified,car,12.85,1,6,0,2034,20.1,18,Fully Paid
6900, 36 months,5.95,209.76,A,A1,1 year,MORTGAGE,79568,Verified,medical,15.22,0,7,0,44024,49.5,20,Fully Paid
4375, 60 months,9.85,92.63,B,B5,2 years,RENT,68477,Verified,other,9.1,0,7,0,4204,55.5,22,Fully Paid
5825, 36 months,15.51,203.38,C,C2,8 years,RENT,140086,Source Verified,credit_card,9.78,0,15,0,1149,68.3,29,Fully Paid
4275, 36 months,19.43,157.64,E,E5,10+ years,MORTGAGE,58987,Not Verified,moving,15.28,0,11,0,9084,51.1,22,Fully Paid
16100, 36 months,12.18,536.14,C,C3,1 year,MORTGAGE,64346,Source Verified,car,16.94,1,11,0,6383,46.1,26,Charged Off
34575, 36 months,8.25,1087.45,B,B2,10+ years,MORTGAGE,100444,Not Verified,small_business,26.29,0,13,0,54592,29.7,23,Charged Off
19600, 36 months,23.91,768.04,F,F1,10+ years,RENT,49462,Source Verified,car,8.66,0,11,0,2263,15.3,26,Charged Off
16700, 36 months,6.39,511.0,A,A2,10+ years,MORTGAGE,115845,Verified,debt_consolidation,19.61,0,16,0,40927,46.8,26,Fully Paid
7800, 36 months,9.58,250.15,B,B3,6 years,MORTGAGE,102250,Not Verified,credit_card,28.88,0,6,2,3777,35.1,19,Fully Paid
11300, 60 months,7.2,224.82,A,A1,< 1 year,MORTGAGE,330240,Source Verified,debt_consolidation,18.43,0,15,0,4194,75.0,21,Fully Paid
4650, 36 months,17.01,165.81,D,D4,10+ years,MORTGAGE,55604,Not Verified,other,12.55,0,14,0,4284,38.0,31,Fully Paid
3975, 60 months,19.97,105.25,E,E3,10+ years,MORTGAGE,85739,Verified,credit_card,14.35,0,10,0,33486,31.4,27,Fully Paid
3575, 36 months,12.43,119.48,B,B1,4 years,MORTGAGE,79234,Verified,debt_consolidation,34.01,0,7,0,1886,13.3,20,Fully Paid
4200, 60 months,21.04,113.72,E,E5,10+ years,MORTGAGE,97353,Source Verified,debt_consolidation,25.78,1,9,0,3682,20.6,20,Fully Paid
16000, 36 months,7.87,500.42,B,B2,< 1 year,MORTGAGE,57380,Not Verified,debt_consolidation,12.71,0,3,0,8592,77.0,18,Fully Paid
17275, 36 months,17.68,621.76,E,E1,10+ years,RENT,79128,Verified,home_improvement,12.13,0,6,1,11203,71.9,22,Charged Off
5250, 36 months,15.46,183.18,D,D2,< 1 year,RENT,65329,Not Verified,debt_consolidation,19.34,0,15,0,16958,66.8,30,Fully Paid
12150, 36 months,16.73,431.55,D,D5,9 years,RENT,100308,Source Verified,credit_card,19.73,0,11,0,5423,13.5,20,Fully Paid
22000, 36 months,5.33,662.62,A,A1,9 years,RENT,18902,Source Verified,small_business,28.94,0,12,0,21181,26.4,26,Fully Paid
8875, 36 months,23.06,343.83,F,F4,4 years,MORTGAGE,51889,Not Verified,vacation,15.14,0,11,1,702,48.0,23,Charged Off
5875, 36 months,16.54,208.12,D,D3,< 1 year,MORTGAGE,213793,Verified,debt_consolidation,9.03,0,10,0,11415,32.0,18,Fully Paid
7375, 36 months,8.99,234.49,B,B1,10+ years,MORTGAGE,150915,Not Verified,credit_card,14.74,0,13,1,13564,51.2,33,Current
26925, 60 months,13.43,618.57,D,D5,8 years,MORTGAGE,71826,Not Verified,small_business,13.56,3,9,0,3446,7.2,22,Charged Off
9425, 36 months,11.12,309.1,B,B1,9 years,MORTGAGE,85418,Source Verified,moving,5.56,0,11,0,15437,54.4,20,Fully Paid
40000, 60 months,21.27,1088.22,E,E2,10+ years,RENT,81790,Source Verified,debt_consolidation,14.73,0,7,0,3391,71.6,20,Charged Off
6200, 36 months,5.0,185.82,A,A1,10+ years,RENT,87411,Verified,debt_consolidation,24.13,0,10,0,7170,25.3,24,Charged Off
6925, 36 months,16.59,245.48,D,D4,< 1 year,MORTGAGE,35386,Source Verified,debt_consolidation,22.18,3,17,0,2101,65.6,31,Fully Paid
3700, 36 months,11.33,121.71,C,C1,10+ years,RENT,40164,Source Verified,debt_consolidation,14.44,0,11,0,12424,15.4,26,Fully Paid
20950, 60 months,5.59,401.04,A,A3,3 years,RENT,40518,Not Verified,car,13.87,1,9,1,20060,48.4,21,Fully Paid
10550, 36 months,10.23,341.56,B,B1,< 1 year,RENT,45850,Source Verified,debt_consolidation,13.36,0,7,0,4543,41.5,24,Fully Paid
5250, 36 months,7.72,163.84,A,A2,10+ years,RENT,153955,Source Verified,debt_consolidation,13.24,0,12,0,8024,77.6,25,Fully Paid
7675, 36 months,14.18,262.98,C,C1,10+ years,RENT,29738,Not Verified,debt_consolidation,22.7,6,11,0,8429,67.3,26,Fully Paid
13900, 36 months,9.87,447.67,B,B4,< 1 year,MORTGAGE,194518,Not Verified,debt_consolidation,28.28,1,7,0,5540,80.3,26,Fully Paid
5525, 36 months,14.91,191.28,C,C5,6 years,RENT,76352,Verified,home_improvement,22.23,0,15,0,10982,28.6,39,Fully Paid
12575, 36 months,8.58,397.43,B,B1,8 years,RENT,29726,Verified,credit_card,12.3,0,5,0,103650,36.2,17,Fully Paid
18575, 60 months,8.92,384.87,B,B1,3 years,MORTGAGE,42536,Verified,debt_consolidation,11.86,0,4,2,34104,27.6,19,Fully Paid
7300, 36 months,12.61,244.6,D,D3,10+ years,RENT,77894,Verified,debt_consolidation,29.5,0,18,1,6050,26.9,34,Charged Off
2675, 60 months,6.36,52.16,A,A4,10+ years,MORTGAGE,27574,Source Verified,moving,16.99,0,6,0,12563,50.3,22,Fully Paid
8175, 36 months,20.87,307.45,E,E5,10+ years,RENT,48582,Not Verified,debt_consolidation,12.26,0,8,0,6729,12.0,23,Fully Paid
6950, 36 months,20.43,259.81,E,E2,5 years,OWN,30266,Verified,credit_card,17.06,0,14,0,4724,29.6,25,Charged Off
4125, 60 months,12.06,91.88,C,C1,4 years,MORTGAGE,87666,Not Verified,debt_consolidation,9.63,5,10,0,30108,24.1,25,Fully Paid
14900, 36 months,14.27,511.2,C,C5,8 years,RENT,30554,Verified,debt_consolidation,10.26,0,11,0,7987,41.6,28,Charged Off
15325, 36 months,19.89,568.67,E,E2,6 years,RENT,24226,Not Verified,debt_consolidation,12.87,0,11,0,8164,20.3,33,Charged Off
11525, 60 months,10.65,248.57,B,B4,10+ years,RENT,144136,Source Verified,credit_card,23.53,0,8,0,161202,22.3,18,Current
7300, 36 months,7.23,226.17,A,A4,3 years,MORTGAGE,49860,Verified,car,14.66,0,8,1,15340,54.1,25,Fully Paid
10875, 36 months,11.64,359.34,B,B5,6 years,MORTGAGE,47296,Verified,debt_consolidation,21.73,0,11,0,5037,44.2,24,Fully Paid
6275, 36 months,17.01,223.75,D,D2,10+ years,RENT,79442,Verified,car,17.67,1,10,0,12355,17.7,26,Fully Paid
15975, 36 months,7.41,496.26,A,A4,10+ years,OWN,58885,Not Verified,debt_consolidation,9.48,1,11,0,7478,18.0,28,Fully Paid
7275, 36 months,12.88,244.7,C,C5,2 years,RENT,36548,Not Verified,debt_consolidation,30.88,4,15,0,14896,73.6,28,Fully Paid
8275, 36 months,26.25,334.51,G,G4,10+ years,MORTGAGE,41506,Not Verified,debt_consolidation,10.13,0,11,0,2151,41.4,23,Charged Off
8775, 36 months,20.74,329.43,E,E4,9 years,OWN,92140,Verified,car,13.01,4,12,0,4593,78.0,25,Charged Off
40000, 60 months,15.25,956.85,C,C4,10+ years,MORTGAGE,33574,Not Verified,debt_consolidation,13.61,0,12,0,13896,43.1,25,Fully Paid
4825, 36 months,5.58,145.87,A,A3,3 years,MORTGAGE,58591,Source Verified,car,22.62,0,6,0,10852,24.1,18,Fully Paid
7100, 36 months,19.63,262.52,E,E2,6 years,OWN,162871,Source Verified,debt_consolidation,12.82,0,11,1,10126,28.0,22,Fully Paid
3200, 36 months,13.04,107.88,C,C5,10+ years,OWN,50086,Verified,vacation,11.6,0,9,0,16568,35.0,29,Fully Paid
11800, 60 months,7.53,236.62,A,A5,4 years,OWN,125428,Verified,credit_card,23.13,0,5,0,10970,57.9,17,Fully Paid
33225, 60 months,7.02,658.21,A,A2,2 years,RENT,32667,Source Verified,educational,14.71,0,13,2,1811,63.7,21,Fully Paid
8425, 60 months,21.37,229.68,E,E2,5 years,RENT,66882,Not Verified,home_improvement,21.21,0,7,0,1572,41.0,22,Fully Paid
6300, 60 months,15.96,153.07,C,C2,< 1 year,RENT,126454,Verified,debt_consolidation,43.19,0,16,0,33483,74.4,30,Fully Paid
9475, 36 months,15.54,330.97,D,D2,10+ years,MORTGAGE,42516,Source Verified,debt_consolidation,13.8,0,11,0,39504,32.3,23,Charged Off
20400, 36 months,20.91,767.63,E,E1,1 year,RENT,189160,Verified,debt_consolidation,19.61,0,12,0,85994,63.1,30,Fully Paid
26025, 36 months,13.48,882.91,C,C5,3 years,RENT,57973,Verified,debt_consolidation,10.09,4,12,0,5475,10.9,19,Fully Paid
4750, 36 months,13.03,160.11,C,C1,10+ years,RENT,29804,Not Verified,other,13.02,0,14,0,2856,52.7,31,Fully Paid
15675, 36 months,10.41,508.81,B,B4,8 years,MORTGAGE,109356,Verified,debt_consolidation,18.56,0,12,1,4335,28.1,22,Fully Paid
9200, 36 months,9.1,292.99,B,B4,4 years,MORTGAGE,154989,Verified,debt_consolidation,29.19,0,9,0,2952,39.0,22,Fully Paid
27150, 36 months,9.98,875.8,B,B5,8 years,RENT,28332,Not Verified,credit_card,8.87,0,13,0,3540,36.2,26,Fully Paid
40000, 60 months,14.54,941.97,D,D4,2 years,MORTGAGE,78031,Source Verified,debt_consolidation,19.16,1,9,0,37194,63.1,21,Charged Off
35375, 36 months,12.19,1178.17,C,C2,< 1 year,RENT,39986,Verified,debt_consolidation,10.42,0,12,0,5333,65.8,24,Fully Paid
4950, 36 months,21.57,187.94,E,E1,9 years,RENT,32438,Not Verified,debt_consolidation,14.64,0,17,0,2612,26.7,28,Fully Paid
5475, 36 months,11.01,179.27,B,B2,10+ years,OWN,35270,Source Verified,vacation,13.11,1,16,0,2053,34.0,35,Current
32400, 36 months,13.39,1097.78,C,C4,10+ years,MORTGAGE,67921,Not Verified,debt_consolidation,12.14,0,11,1,13828,12.8,26,Charged Off
9200, 36 months,12.32,306.98,C,C1,10+ years,RENT,130103,Source Verified,medical,17.64,0,20,0,10460,14.2,37,Fully Paid
5775, 36 months,14.24,198.05,C,C2,10+ years,OTHER,57725,Source Verified,debt_consolidation,11.0,0,9,0,19605,82.9,19,Fully Paid
3800, 36 months,18.35,138.05,D,D5,10+ years,RENT,77033,Verified,debt_consolidation,4.49,2,8,0,3298,49.4,17,Fully Paid
10900, 36 months,8.88,346.01,B,B2,10+ years,MORTGAGE,42943,Not Verified,car,13.81,0,10,1,12059,66.2,24,Fully Paid
7400, 36 months,10.82,241.64,C,C4,10+ years,MORTGAGE,55502,Verified,debt_consolidation,11.89,0,9,1,82179,39.3,18,Current
13000, 36 months,7.17,402.41,A,A1,10+ years,MORTGAGE,35564,Not Verified,renewable_energy,13.73,0,9,0,7739,78.4,25,Fully Paid
11300, 36 months,10.87,369.25,B,B5,2 years,MORTGAGE,20204,Verified,credit_card,11.91,0,15,0,6734,73.0,26,Fully Paid
4225, 36 months,13.88,144.15,C,C1,2 years,RENT,44043,Not Verified,credit_card,20.03,0,11,0,5342,43.7,23,Fully Paid
5575, 36 months,15.35,194.22,C,C5,1 year,MORTGAGE,117897,Not Verified,wedding,20.64,3,12,0,5761,18.8,27,Fully Paid
19150, 60 months,26.35,577.33,F,F1,10+ years,RENT,13402,Source Verified,debt_consolidation,9.76,0,11,0,19532,27.6,25,Charged Off
20375, 36 months,12.54,682.01,C,C4,10+ years,MORTGAGE,115936,Source Verified,medical,26.34,0,9,0,2229,31.7,23,Fully Paid
7625, 60 months,16.8,188.68,D,D5,10+ years,MORTGAGE,72927,Not Verified,credit_card,21.36,0,9,0,764,21.4,24,Fully Paid
11175, 60 months,12.26,250.05,C,C3,4 years,MORTGAGE,55097,Source Verified,major_purchase,13.62,1,12,0,34205,39.9,28,Charged Off
4775, 60 months,11.47,104.94,C,C1,6 years,MORTGAGE,43686,Not Verified,credit_card,15.55,0,9,0,12042,14.3,29,Fully Paid
9525, 60 months,5.05,179.97,A,A1,< 1 year,RENT,79805,Source Verified,home_improvement,23.93,0,13,1,4888,23.4,25,Fully Paid
21450, 36 months,10.58,697.99,B,B2,10+ years,RENT,138570,Source Verified,debt_consolidation,13.67,0,11,1,72975,80.2,27,Fully Paid
31800, 36 months,9.95,1025.35,B,B5,10+ years,RENT,69898,Verified,debt_consolidation,22.04,0,10,1,6089,11.3,26,Fully Paid
9050, 36 months,14.33,310.76,C,C3,10+ years,OTHER,52772,Verified,debt_consolidation,18.45,1,13,0,925,24.2,24,Charged Off
7925, 36 months,10.3,256.84,A,A4,< 1 year,MORTGAGE,302362,Source Verified,debt_consolidation,22.88,3,18,1,10502,11.9,32,Fully Paid
3600, 36 months,7.25,111.57,A,A2,2 years,OWN,63050,Source Verified,other,20.7,1,10,1,12578,70.4,21,Fully Paid
6500, 36 months,8.32,204.65,B,B3,4 years,RENT,22403,Not Verified,other,12.87,1,12,0,12851,36.4,30,Fully Paid
9425, 36 months,25.55,377.48,F,F5,3 years,MORTGAGE,72889,Source Verified,credit_card,17.4,0,13,0,4528,32.1,28,Fully Paid
8750, 60 months,8.29,178.64,B,B3,10+ years,MORTGAGE,42064,Source Verified,debt_consolidation,22.88,1,9,0,2290,69.0,24,Fully Paid
6650, 36 months,15.62,232.55,C,C1,2 years,MORTGAGE,48444,Not Verified,home_improvement,22.06,1,8,0,7567,44.3,20,Fully Paid
22700, 36 months,6.54,696.15,B,B1,8 years,MORTGAGE,128936,Verified,other,21.32,0,10,1,45686,34.0,20,Fully Paid
13200, 36 months,12.18,439.56,C,C2,9 years,RENT,101384,Not Verified,small_business,15.0,0,16,0,7823,65.5,33,Fully Paid
8800, 36 months,10.43,285.73,B,B5,6 years,MORTGAGE,20801,Source Verified,small_business,29.41,0,19,0,5659,54.2,38,Current
15950, 36 months,11.27,524.22,B,B5,3 years,MORTGAGE,21213,Not Verified,debt_consolidation,18.8,3,8,0,4012,36.3,26,Fully Paid
9700, 36 months,11.98,322.09,C,C3,10+ years,RENT,65162,Verified,debt_consolidation,31.9,0,16,0,5963,75.0,21,Fully Paid
29325, 36 months,5.21,881.66,A,A2,5 years,OWN,107317,Source Verified,debt_consolidation,10.25,5,9,0,16224,24.7,23,Fully Paid
5650, 36 months,6.72,173.73,A,A5,10+ years,MORTGAGE,15558,Not Verified,small_business,14.58,0,14,0,8537,24.6,22,Fully Paid
12450, 36 months,12.36,415.66,B,B1,2 years,MORTGAGE,107772,Source Verified,credit_card,15.35,0,10,1,9579,13.0,25,Fully Paid
2225, 36 months,5.0,66.69,A,A3,10+ years,MORTGAGE,262926,Not Verified,credit_card,22.92,0,10,0,22848,24.6,28,Fully Paid
7500, 36 months,6.03,228.27,A,A4,2 years,MORTGAGE,122003,Verified,credit_card,12.02,0,7,0,6099,71.5,24,Fully Paid
11000, 36 months,9.89,354.37,B,B1,10+ years,RENT,37203,Source Verified,debt_consolidation,11.98,3,10,0,6527,45.7,26,Current
7900, 36 months,15.31,275.06,D,D2,7 years,MORTGAGE,88013,Source Verified,credit_card,24.11,0,9,0,3178,83.8,22,Current
4550, 36 months,11.8,150.69,C,C5,1 year,RENT,68857,Verified,credit_card,15.48,0,7,0,39805,9.7,22,Fully Paid
6075, 36 months,12.65,203.67,C,C1,< 1 year,OTHER,174395,Verified,major_purchase,20.63,0,10,2,37269,51.9,25,Fully Paid
4875, 36 months,9.94,157.17,B,B4,10+ years,RENT,118320,Not Verified,home_improvement,11.8,0,7,0,9140,25.4,16,Fully Paid
9100, 36 months,23.71,355.63,F,F4,1 year,RENT,34912,Not Verified,vacation,21.75,3,9,0,3935,21.4,23,Charged Off
17125, 60 months,11.7,378.35,B,B2,10+ years,OWN,85159,Not Verified,debt_consolidation,23.09,0,12,2,9653,59.6,29,Fully Paid
7750, 36 months,7.39,240.68,A,A1,10+ years,RENT,36599,Source Verified,major_purchase,27.34,0,12,0,8155,66.0,23,Charged Off
35100, 60 months,13.57,808.91,C,C3,4 years,RENT,111624,Source Verified,major_purchase,11.01,1,12,0,12118,7.4,29,Fully Paid
11600, 36 months,8.04,363.72,A,A1,2 years,MORTGAGE,51417,Verified,debt_consolidation,10.19,3,12,0,7031,79.6,27,Fully Paid
2350, 36 months,10.1,75.94,B,B4,2 years,RENT,58474,Not Verified,other,15.84,1,11,0,21257,56.5,21,Fully Paid
12475, 36 months,12.34,416.38,C,C2,9 years,RENT,66280,Source Verified,home_improvement,26.72,2,9,0,5302,44.8,21,Fully Paid
9550, 60 months,19.61,250.95,E,E2,8 years,RENT,43015,Source Verified,debt_consolidation,11.5,0,12,0,16047,57.7,25,Charged Off
25950, 60 months,11.31,568.24,C,C3,10+ years,OWN,63823,Verified,other,10.67,1,7,0,21444,66.5,20,Fully Paid
9775, 36 months,19.51,360.84,D,D2,10+ years,RENT,78852,Source Verified,moving,13.47,0,12,0,16974,11.4,32,Charged Off
8275, 36 months,28.4,344.07,G,G2,10+ years,MORTGAGE,50580,Not Verified,debt_consolidation,17.71,0,14,0,24897,22.0,27,Charged Off
40000, 60 months,5.0,754.85,A,A2,< 1 year,RENT,68296,Not Verified,wedding,17.22,0,11,0,8099,40.4,34,Fully Paid
2250, 36 months,11.5,74.2,B,B2,10+ years,RENT,38314,Not Verified,debt_consolidation,11.53,0,9,0,2565,38.0,28,Fully Paid
7775, 60 months,7.3,155.06,B,B2,3 years,RENT,28613,Source Verified,debt_consolidation,12.27,0,11,0,25188,58.5,17,Current
11900, 36 months,10.28,385.55,B,B4,3 years,OWN,58661,Source Verified,debt_consolidation,15.85,0,13,0,6595,0.9,29,Fully Paid
7475, 60 months,6.19,145.17,B,B1,10+ years,MORTGAGE,110244,Verified,debt_consolidation,12.2,0,9,0,14078,41.2,23,Fully Paid
2250, 60 months,19.36,58.81,E,E5,10+ years,RENT,108109,Source Verified,debt_consolidation,10.79,0,6,0,20195,64.8,19,Charged Off
13125, 36 months,18.51,477.86,D,D2,5 years,RENT,104113,Not Verified,other,20.32,0,15,0,24221,53.5,32,Fully Paid
7175, 36 months,15.09,249.04,C,C5,10+ years,MORTGAGE,109746,Source Verified,debt_consolidation,13.05,0,10,0,6594,18.8,27,Fully Paid
8975, 36 months,9.96,289.43,B,B5,6 years,MORTGAGE,66869,Not Verified,credit_card,13.47,1,13,0,2826,37.1,19,Fully Paid
23875, 36 months,17.68,859.31,D,D4,10+ years,RENT,43089,Not Verified,credit_card,14.32,0,9,0,2232,13.8,27,Charged Off
12225, 36 months,21.88,466.12,F,F2,< 1 year,RENT,51197,Verified,debt_consolidation,18.48,0,6,0,10994,39.5,16,Current
6400, 36 months,17.31,229.17,D,D5,1 year,MORTGAGE,55678,Source Verified,debt_consolidation,16.82,0,8,0,9012,8.0,27,Fully Paid
13025, 60 months,7.78,262.73,A,A2,10+ years,MORTGAGE,40344,Source Verified,debt_consolidation,13.16,1,9,0,3224,72.4,21,Fully Paid
7350, 60 months,16.85,182.07,C,C3,10+ years,RENT,85456,Verified,debt_consolidation,15.52,0,13,0,12226,32.1,30,Fully Paid
8000, 36 months,5.57,241.82,A,A3,8 years,RENT,41472,Verified,other,15.11,0,12,0,4938,52.8,25,Fully Paid
16800, 36 months,9.52,538.31,B,B3,10+ years,MORTGAGE,19735,Source Verified,debt_consolidation,29.42,0,6,0,23071,42.3,19,Fully Paid
6300, 60 months,6.62,123.62,A,A5,10+ years,RENT,113003,Source Verified,debt_consolidation,16.33,1,10,0,20229,8.6,24,Fully Paid
14650, 60 months,14.05,341.26,C,C3,10+ years,RENT,81323,Not Verified,debt_consolidation,11.85,0,8,0,9404,42.0,20,Fully Paid
8400, 60 months,17.82,212.48,D,D4,10+ years,MORTGAGE,21265,Not Verified,home_improvement,8.7,0,15,0,4143,27.4,30,Current
6925, 36 months,8.09,217.29,A,A4,10+ years,MORTGAGE,40588,Verified,credit_card,24.01,0,17,0,10227,23.1,28,Fully Paid
6950, 60 months,10.98,151.04,B,B5,10+ years,MORTGAGE,56514,Verified,debt_consolidation,15.9,5,12,0,85954,51.7,27,Fully Paid
6425, 36 months,7.28,199.21,B,B2,3 years,MORTGAGE,59763,Verified,other,18.67,0,10,0,2745,22.6,28,Fully Paid
10525, 60 months,5.58,201.43,B,B1,10+ years,MORTGAGE,211685,Source Verified,other,22.46,0,20,0,18253,60.6,32,Current
8150, 60 months,5.73,156.54,A,A2,9 years,RENT,33673,Not Verified,debt_consolidation,12.16,0,6,0,10819,22.0,18,Fully Paid
25800, 60 months,9.45,541.22,B,B2,1 year,RENT,32446,Not Verified,other,12.05,7,12,0,6885,8.3,26,Fully Paid
5300, 36 months,15.58,185.24,D,D2,8 years,RENT,128397,Verified,debt_consolidation,16.84,1,10,0,3174,16.6,22,Fully Paid
14475, 60 months,5.81,278.57,A,A2,< 1 year,OWN,53639,Verified,debt_consolidation,41.41,0,8,0,41348,71.0,26,Fully Paid
22025, 36 months,6.0,670.04,A,A1,2 years,MORTGAGE,121056,Source Verified,other,12.34,0,10,1,26077,71.1,21,Fully Paid
33225, 36 months,10.37,1077.86,B,B3,10+ years,RENT,51045,Source Verified,other,13.34,1,12,0,18182,33.7,25,Fully Paid
5600, 60 months,22.45,156.1,F,F2,1 year,RENT,124386,Not Verified,car,22.98,5,11,0,9800,71.0,26,Charged Off
20250, 36 months,12.88,681.13,C,C4,9 years,MORTGAGE,50689,Not Verified,credit_card,20.86,0,10,0,1198,47.7,24,Fully Paid
11425, 36 months,12.89,384.35,C,C5,4 years,RENT,55549,Not Verified,debt_consolidation,13.47,0,11,2,10324,24.6,18,Fully Paid
20650, 60 months,10.33,442.11,B,B5,8 years,MORTGAGE,32135,Not Verified,small_business,8.72,0,16,0,3222,30.1,32,Fully Paid
6300, 60 months,14.74,149.02,C,C4,3 years,OWN,168852,Source Verified,debt_consolidation,14.81,1,12,0,24438,74.6,24,Fully Paid
9100, 60 months,9.03,189.03,A,A2,6 years,RENT,38091,Verified,moving,33.99,0,11,0,19018,9.7,23,Fully Paid
