id_solicitud,fecha_solicitud,edad,ingresos_anuales,situacion_laboral,antiguedad_empleo,estado_civil,num_dependientes,importe_solicitado,plazo_meses,tipo_credito,num_creditos_activos,ratio_endeudamiento,historial_pagos,tiene_aval,provincia,scoring_externo,color_favorito,signo_zodiaco,impago,col_ruido_1,col_ruido_2,col_ruido_3,col_ruido_4,col_ruido_5,col_ruido_6,col_ruido_7,col_ruido_8,col_ruido_9,col_ruido_10,col_ruido_11,col_ruido_12,col_ruido_13,col_ruido_14,col_ruido_15,col_ruido_16,col_ruido_17,col_ruido_18,col_ruido_19,col_ruido_20,col_ruido_21,col_ruido_22,col_ruido_23,col_ruido_24,col_ruido_25,col_ruido_26,col_ruido_27,col_ruido_28,col_ruido_29,col_ruido_30
3553,2023-11-17,44,46722.06,empleado,20.5,soltero,3,8551.9,12,tarjeta,2,0.212,bueno,1,Gijon,587.0,blanco,escorpio,0,3.0,-0.4158,2.0,-0.7423,7.0751,-1.186,2.0,-0.8528,1.0,0.0025,-2.0704,0.4899,0.0298,2.0,-1.7705,-0.4605,2.0,6.0,7.2817,-0.0404,0.3792,0.0128,-2.2859,7.0,2.0,-2.6226,-0.5829,-3.525,3.6903,3.0
2593,2023-01-24,22,24832.55,empleado,2.9,casado,3,508.83,24,personal,3,0.257,regular,0, Las Palma,468.0,negro,libra,0,6.0,-0.3705,4.0,-0.4115,-5.0345,-0.6134,4.0,8.596,4.0,1.154,2.055,0.7698,-0.5013,1.0,0.28,1.5584,1.0,1.0,-3.3412,-0.581,1.1634,-0.6591,-4.1347,2.0,3.0,-1.376,1.3577,1.2318,-5.1397,5.0
4734,2022-07-12,42,12964.25,desempleado,0.0,casado,3,133878.6,360,hipoteca,7,0.375,bueno,1,Alicante,534.0,amarillo,leo,0,5.0,0.3507,6.0,0.256,2.246,1.1551,0.0,6.0717,1.0,0.8983,-0.7056,0.7712,0.7972,1.0,1.185,-0.3725,6.0,4.0,6.7569,3.3992,0.9987,1.0613,1.4698,3.0,5.0,-7.6198,1.2552,-4.5116,-9.6234,1.0
573,2022-07-26,46,10469.18,desempleado,0.0,soltero,2,31927.26,24,auto,2,0.039,bueno,1,Sevilla,618.0,negro,capricornio,0,0.0,-2.4663,6.0,0.2876,4.2504,1.6477,4.0,2.3374,1.0,0.156,-0.2415,-0.1006,0.6947,4.0,-1.1299,-1.027,3.0,3.0,-9.283,5.5147,-0.7791,1.9331,1.7835,3.0,4.0,0.2805,0.3161,2.7511,-1.3846,5.0
3850,2022-06-13,19,32039.65,empleado,0.3,casado,3,10033.85,24,personal,0,0.266,malo,0,Zaragoza,614.0,amarillo,libra,0,2.0,-0.4903,3.0,0.1579,9.9746,-0.6953,3.0,4.1787,6.0,0.6286,-3.5723,1.2548,0.5562,3.0,0.5689,0.3889,2.0,3.0,-4.5982,-6.375,-0.4961,-1.3765,3.3107,1.0,2.0,9.8044,0.5048,-3.8761,8.6873,3.0
3860,2022-11-17,67,20867.06,empleado,19.8,soltero,0,271426.19,360,hipoteca,3,0.361,regular,0,Zaragoza,665.0,rojo,libra,1,3.0,0.2576,5.0,-0.5093,-2.5184,1.5,2.0,-3.3294,4.0,1.6387,-9.4549,0.7635,0.6941,3.0,-0.2357,-0.7477,6.0,4.0,-8.8967,-0.7608,0.7508,-0.7084,-3.696,6.0,0.0,3.9395,-0.5383,-5.0296,-3.4626,2.0
2874,2022-06-09,45,9278.93,jubilado,6.4,soltero,1,159777.96,300,hipoteca,0,0.11,bueno,1,Valladolid,624.0,azul,sagitario,0,5.0,0.9638,7.0,0.4548,7.6992,1.6955,2.0,1.733,2.0,-2.2878,-9.5761,-0.292,0.6504,5.0,0.4085,-0.3027,6.0,1.0,6.1218,-3.5192,-0.6256,-0.1055,6.5007,2.0,4.0,0.635,0.2024,3.9448,-1.6895,2.0
3278,2022-06-29,75,27605.24,empleado,18.4,soltero,1,8001.11,6,tarjeta,4,0.238,regular,0,Valencia,535.0,rojo,virgo,0,4.0,0.1768,2.0,-0.7187,7.3994,1.7276,2.0,6.7469,3.0,-2.18,-9.1852,-1.0135,0.363,2.0,0.271,1.9906,0.0,3.0,-7.8397,7.0237,0.4539,-0.3883,-8.9263,3.0,1.0,5.633,0.6578,3.9104,-7.8379,4.0
2634,2023-02-15,33,46810.77,autonomo,10.3,divorciado,0,26065.3,60,personal,0,0.179,bueno,0,Las Palmas,716.0,azul,leo,0,1.0,-0.4294,5.0,-1.3921,0.0699,-2.0015,2.0,2.4696,1.0,1.4187,1.8009,-1.0405,-1.2801,3.0,0.3985,-0.0907,4.0,4.0,7.1753,3.95,0.244,1.5173,1.4212,1.0,0.0,1.8138,-0.6951,0.3201,7.0154,0.0
2209,2022-06-21,43,46166.33,empleado,1.7,viudo,3,3505.27,24,personal,1,0.245,bueno,0,Valladolid,613.0,amarillo,acuario,0,4.0,0.5951,6.0,-1.065,6.3274,0.9045,5.0,3.0776,6.0,0.8124,-4.6875,1.876,-0.1768,2.0,-0.3584,-0.1457,4.0,4.0,-9.0748,-6.2822,3.0773,-0.2889,-7.0028,4.0,0.0,-6.9375,0.0905,-3.3421,-5.5689,2.0
2615,2022-03-18,29,8110.0,jubilado,4.6,soltero,1,18062.26,24,personal,1,0.112,bueno,1,Las Palmas,547.0,verde,sagitario,1,2.0,0.5616,4.0,0.9487,8.9804,0.2911,3.0,9.6037,2.0,-0.7424,-8.5767,-0.7215,-0.8408,2.0,-0.1278,0.0718,2.0,1.0,8.3974,1.8886,0.8235,0.6926,-1.1021,2.0,3.0,-2.7618,0.0181,6.525,-6.7143,0.0
2811,2023-01-10,47,11109.02,empleado,7.1,soltero,0,11222.73,24,personal,0,0.149,bueno,0,Valladolid,597.0,verde,aries,0,0.0,0.3173,1.0,-1.6292,-0.457,-0.6422,3.0,9.044,0.0,-0.6913,-0.6549,-0.0545,0.6726,2.0,-1.961,0.5462,4.0,3.0,2.1739,-9.3699,1.9848,-0.8073,-2.7461,6.0,5.0,9.9787,0.7414,6.187,-7.2047,2.0
384,2022-06-25,71,-191.36,autonomo,29.7,divorciado,0,3533.13,36,tarjeta,3,0.094,bueno,0,Las Palmas,850.0,amarillo,aries,0,3.0,1.4085,3.0,-1.9966,1.9297,-0.6131,4.0,-2.6419,4.0,1.3165,6.8552,0.4486,0.4189,0.0,0.4901,0.3095,3.0,5.0,4.5134,-9.9812,-0.1098,-2.1261,0.6117,5.0,4.0,-9.6175,0.091,1.1481,9.9276,4.0
853,2023-12-05,36,21729.39,empleado,11.0,divorciado,4,13008.61,60,personal,2,0.269,bueno,0,Cordoba,717.0,negro,libra,0,3.0,-0.3942,6.0,1.1258,-5.7861,1.2299,2.0,-5.8247,5.0,-0.5828,9.5124,-0.1072,-0.3324,0.0,-1.3126,-0.8942,3.0,2.0,7.239,-7.3168,0.9303,-0.6075,3.0372,1.0,6.0,-3.8736,-0.2294,7.5278,9.2839,3.0
1881,2022-10-08,54,28052.21,empleado,18.4,casado,1,24979.51,36,auto,3,0.099,regular,1,Las Palmas,644.0,amarillo,sagitario,0,4.0,-0.1483,1.0,0.7398,1.0283,-0.196,1.0,8.6549,4.0,1.3246,-0.6123,-1.1293,-0.5901,6.0,1.8135,1.5433,4.0,4.0,-7.5243,-2.1786,-0.1682,-0.2221,8.1316,4.0,3.0,6.6062,0.0921,-7.9151,1.0801,1.0
371,2022-09-02,24,27353.09,autonomo,1.1,casado,4,7812.8,24,tarjeta,1,0.386,regular,0,Zaragoza,764.0,blanco,escorpio,0,1.0,0.7399,4.0,1.002,9.5841,-0.2327,3.0,-1.8854,5.0,0.2632,-0.5984,0.5737,-0.0832,2.0,-0.0784,-0.2065,2.0,3.0,-7.923,2.6867,0.661,-0.7116,-2.9088,3.0,3.0,-6.6307,-2.3987,8.6427,-3.4336,0.0
2423,2022-03-17,67,24653.05,empleado,4.9,casado,0,22521.69,24,auto,4,0.339,bueno,0,Bilbao,612.0,blanco,capricornio,1,2.0,-0.8861,6.0,-0.0767,-5.2057,0.8457,1.0,7.685,2.0,-0.5238,3.0992,0.6593,1.5328,6.0,-0.3973,-1.0512,4.0,6.0,0.871,7.4427,-1.7463,-2.3678,5.9904,3.0,2.0,7.5191,-0.4301,4.3339,-0.5028,0.0
4368,2022-04-14,29,15971.57,empleado,6.0,divorciado,0,25104.23,72,auto,0,0.144,regular,0,Vigo,661.0,morado,aries,0,4.0,1.7303,5.0,-0.991,7.5609,0.2193,3.0,8.1189,3.0,0.2284,4.7294,-1.4503,0.3953,4.0,0.0655,1.0346,2.0,3.0,-8.9909,-3.7823,-1.0919,0.9871,5.7638,2.0,1.0,-8.8737,0.1247,9.8963,7.5317,5.0
1106,2022-05-13,27,14344.22,desempleado,0.0,soltero,1,258277.77,180,hipoteca,0,0.51,bueno,1,Alicante,709.0,blanco,aries,0,6.0,-0.2122,2.0,0.4532,-4.8422,0.8548,6.0,4.4528,3.0,-1.7591,-3.0316,0.6283,0.9715,4.0,-1.1585,0.06,3.0,2.0,-1.7655,-2.3086,-1.1374,-0.6113,-1.5102,4.0,2.0,3.5024,1.7916,6.5818,8.7643,5.0
4236,2022-01-29,23,7416.97,autonomo,2.3,casado,1,18462.53,48,personal,4,0.14,bueno,1,Madrid,614.0,morado,acuario,0,7.0,-0.4762,2.0,0.1553,7.3124,1.4958,5.0,2.9459,2.0,-1.2367,-8.7153,-1.0861,-0.1036,0.0,-1.4313,-0.1381,1.0,3.0,-1.5799,-2.3879,0.32,-0.5943,-5.8763,3.0,3.0,4.9307,0.1296,-7.9682,-0.1263,4.0
4024,2022-07-29,21,-29119.21,empleado,15.4,soltero,0,5871.92,60,personal,0,0.388,malo,1,alicante,631.0,azul,escorpio,0,3.0,-0.8673,1.0,0.8721,1.5213,1.5031,6.0,-1.0292,4.0,-0.1663,1.8506,-0.8014,-1.863,5.0,-0.777,-1.2757,3.0,3.0,7.0386,2.1376,0.4306,0.1067,3.5447,2.0,3.0,-9.5861,0.3547,-1.046,8.2915,1.0
1337,2023-04-11,30,7562.52,desempleado,0.0,casado,0,2764.09,12,personal,2,0.05,regular,0,Gijon,565.0,rojo,aries,0,3.0,0.6818,4.0,0.7687,8.2896,-0.5783,3.0,8.7185,5.0,-0.987,3.2319,0.742,-0.1585,6.0,0.5939,0.5564,4.0,3.0,6.3791,-2.2953,0.1747,-1.0012,-0.9838,2.0,1.0,5.8732,0.5289,-3.3476,8.4113,4.0
2190,2023-03-04,27,41518.72,empleado,3.6,soltero,0,118955.89,300,hipoteca,1,0.078,malo,0,Palma,689.0,morado,escorpio,0,1.0,-1.1129,5.0,-0.1177,5.925,1.1349,2.0,5.829,10.0,0.4234,6.7909,-0.0171,0.1208,2.0,0.7763,-1.3208,2.0,1.0,-8.7868,1.5432,-1.5919,-1.0674,-9.3179,2.0,3.0,-3.5793,-0.801,0.2788,4.5508,1.0
4640,2023-11-03,40,37069.15,empleado,8.8,soltero,0,15578.63,36,auto,0,0.224,malo,0,Bilbao,618.0,azul,leo,0,2.0,0.2394,5.0,0.4506,-5.0304,-0.4149,3.0,-4.6193,3.0,-1.0429,-2.9847,0.8871,-1.5687,3.0,1.2161,-1.3819,2.0,2.0,-8.8803,1.891,0.6649,1.9396,5.7889,5.0,3.0,1.8126,0.5331,8.4855,6.1943,2.0
3579,2023-10-06,25,29897.05,empleado,5.2,casado,2,173533.25,180,hipoteca,2,0.194,regular,1,Vigo,585.0,amarillo,tauro,0,2.0,0.7178,4.0,-1.5862,4.8646,-0.1127,4.0,3.8956,2.0,-0.4125,-2.4157,1.4672,0.0589,1.0,-0.4497,-1.9829,1.0,4.0,1.7276,-4.0755,0.6829,0.0912,-9.7509,1.0,4.0,8.3306,-0.6411,8.6053,4.5648,2.0
3611,2023-02-13,35,53171.74,empleado,10.5,casado,2,23007.05,60,auto,2,0.415,regular,0,Sevilla,443.0,amarillo,escorpio,0,2.0,1.2627,2.0,-0.2942,3.1215,1.8016,3.0,4.8773,2.0,-0.1581,5.3379,-0.0209,2.2452,4.0,0.3255,-0.2232,3.0,5.0,-4.3619,-9.1817,0.5838,-1.4018,4.756,3.0,3.0,3.8132,0.7626,6.4402,9.4526,1.0
3007,2023-03-14,63,46037.77,empleado,9.9,divorciado,2,18525.57,36,personal,1,0.061,regular,1,Zaragoza,673.0,verde,escorpio,1,3.0,-1.2805,7.0,-0.9373,5.2676,0.6773,2.0,-6.476,4.0,0.2354,-4.6797,0.542,1.1061,5.0,1.0262,1.0839,2.0,3.0,-4.3484,5.8434,-0.5803,-0.1694,8.3162,2.0,3.0,2.3469,-0.8843,-9.8712,-0.5708,4.0
4898,2023-03-02,42,35376.01,empleado,9.3,soltero,0,9914.42,24,personal,0,0.062,bueno,1,Alicante,734.0,rojo,virgo,0,3.0,-0.1263,4.0,0.0715,-7.0827,-0.1715,3.0,9.1257,2.0,-1.2934,1.7782,0.1031,-0.3118,3.0,0.0204,1.2833,3.0,4.0,2.0853,7.0594,0.9895,-0.6685,3.187,1.0,4.0,5.7266,0.0749,-7.5627,-4.9635,3.0
1172,2023-04-06,33,10139.87,desempleado,0.0,soltero,3,15207.09,60,personal,0,0.106,bueno,1,Gijon,616.0,rojo,geminis,1,4.0,-0.1261,4.0,0.1056,6.2914,1.7758,3.0,-6.3392,7.0,0.3486,0.738,-2.0943,-2.3475,1.0,0.944,-0.3757,4.0,4.0,0.2946,7.0345,-0.5631,-1.467,-2.8647,3.0,2.0,6.4066,2.479,5.3095,1.2801,6.0
2645,2022-11-27,45,11845.43,desempleado,0.0,viudo,1,21470.87,72,auto,2,0.175,bueno,0,Zaragoza,586.0,naranja,capricornio,0,2.0,-0.2173,2.0,-0.4375,3.5041,0.9806,4.0,9.4911,1.0,0.0158,3.4459,-1.5438,2.1192,3.0,0.5524,2.0848,2.0,2.0,-1.1223,1.4451,-1.0239,-1.1377,-9.6192,2.0,5.0,-7.6187,-3.084,5.6197,5.0337,4.0
4004,2022-11-22,59,31355.86,empleado,33.9,soltero,0,23200.41,72,auto,0,0.196,bueno,0,Vigo,612.0,rojo,escorpio,0,3.0,-2.5892,3.0,0.2885,5.6778,0.8558,4.0,5.3093,7.0,-1.388,-2.1702,0.5498,-0.4468,1.0,-1.5137,0.965,3.0,2.0,-5.0207,2.1266,1.3683,-1.5131,-4.1839,4.0,5.0,8.5646,-1.0234,-9.6052,7.4853,6.0
1423,2023-03-06,45,54586.16,empleado,16.2,casado,2,237479.42,120,hipoteca,1,0.154,regular,0, Malaga ,572.0,naranja,acuario,0,3.0,-0.1007,4.0,0.1195,7.9708,2.247,3.0,1.3249,2.0,-1.1134,3.587,1.3756,2.6697,2.0,0.1106,-0.5157,2.0,2.0,8.0904,-7.4049,-0.2836,-0.7248,6.2013,2.0,5.0,-1.4598,0.029,5.2779,7.2085,5.0
2648,2023-07-29,41,36953.92,empleado,21.0,soltero,1,2533.13,48,personal,3,0.148,bueno,0,Zaragoza,571.0,naranja,geminis,0,5.0,0.009,3.0,-0.6853,-0.6584,1.3275,0.0,-0.8781,1.0,-1.8723,-0.0497,0.4681,-1.0891,5.0,0.7374,1.8666,1.0,3.0,-1.3849,-7.3471,-0.1026,-0.4159,5.9991,5.0,3.0,2.8643,-0.5343,-6.0887,-4.3722,2.0
4488,2022-07-05,44,26024.05,jubilado,19.2,soltero,2,143018.57,360,hipoteca,0,0.179,bueno,1,Valladolid,483.0,rojo,aries,1,4.0,0.013,1.0,-0.9224,7.6593,1.3109,2.0,-6.0415,3.0,0.2544,7.2343,-0.9971,-1.5001,1.0,0.3753,-1.4488,3.0,2.0,-9.0959,8.8908,-1.2873,-0.7336,-1.5776,3.0,3.0,2.5722,-0.748,-4.6876,8.7018,3.0
4198,2022-04-01,29,,empleado,11.0,soltero,4,10408.35,12,personal,3,0.107,regular,1,Valladolid,579.0,naranja,leo,0,3.0,-0.402,1.0,0.6215,-4.8459,0.8214,1.0,7.3497,2.0,2.2428,-2.2625,1.0519,-0.1767,4.0,0.0385,-0.403,0.0,1.0,3.1765,-3.8183,-1.5221,0.1088,8.3993,5.0,4.0,-4.0146,-0.9908,-6.5111,2.7321,8.0
1465,2023-09-14,58,55099.24,empleado,29.3,soltero,0,10241.03,48,personal,0,0.035,bueno,0,Murcia,525.0,azul,capricornio,0,0.0,0.2613,3.0,0.8038,4.4289,0.216,4.0,-5.3638,5.0,-0.3393,9.3922,-0.3426,-1.0696,3.0,-0.801,-0.0595,4.0,0.0,6.1542,1.1894,2.1244,0.2459,-7.6677,1.0,2.0,0.7162,1.8969,2.5087,-5.3741,4.0
875,2023-05-25,22,36625.58,empleado,1.7,soltero,2,5728.59,6,tarjeta,3,0.41,bueno,0,Barcelona,587.0,naranja,libra,0,8.0,-0.1985,3.0,-1.0848,6.3373,-0.7021,6.0,-1.7796,7.0,-0.0244,4.9405,-0.6098,-0.2111,0.0,-0.8009,1.4509,4.0,3.0,-5.1641,-2.2817,0.1996,-0.6635,7.0844,3.0,4.0,1.3528,-1.2649,3.1759,2.4374,2.0
2298,2022-12-25,41,29611.14,empleado,11.2,casado,2,22966.45,36,auto,4,0.275,malo,1,Madrid,642.0,amarillo,geminis,0,4.0,-1.568,3.0,0.1947,-8.8133,-1.1233,1.0,8.4188,3.0,0.244,5.2769,-2.1241,-0.0575,5.0,-0.745,-0.1079,2.0,2.0,8.8548,-7.8279,-0.8975,-2.0829,-7.8708,2.0,2.0,-6.3273,1.0234,-4.6365,0.3963,2.0
3594,2023-02-20,51,7654.05,desempleado,0.0,casado,0,8091.07,60,auto,2,0.34,bueno,1,Zaragoza,645.0,verde,aries,0,3.0,-0.4467,4.0,-0.0423,-3.6845,-0.5693,2.0,0.9171,2.0,0.1453,-8.579,0.3061,-1.0509,3.0,-0.2456,0.3318,3.0,4.0,6.367,-2.074,-0.2594,-0.6264,-1.3808,2.0,3.0,-2.6124,-1.1889,-1.1904,5.8629,2.0
4385,2022-10-07,39,52823.09,autonomo,16.6,casado,2,15460.88,36,personal,3,0.379,regular,1,Gijon,844.0,blanco,aries,0,2.0,-0.4522,5.0,0.0304,-2.91,-0.1241,5.0,-5.5571,5.0,0.2661,-9.5964,-0.9164,-0.8897,3.0,-2.2388,-0.6396,2.0,2.0,3.0253,8.1436,1.0594,2.4065,1.1913,4.0,1.0,-7.9683,0.1344,-4.3363,-5.9373,4.0
1252,2022-10-28,40,50788.65,empleado,12.8,casado,1,196679.5,300,hipoteca,4,0.676,bueno,0,Las Palmas,683.0,morado,cancer,0,3.0,0.2063,6.0,-0.262,5.2774,-0.9222,5.0,9.9277,1.0,-1.9015,-2.4567,-0.2295,0.7072,6.0,0.5343,1.433,1.0,7.0,-6.5452,7.3821,1.9602,-1.9122,9.6238,3.0,4.0,0.0855,-0.2695,-7.1271,-7.5103,1.0
2707,2023-05-31,42,,autonomo,2.9,casado,2,66473.92,240,hipoteca,2,0.236,bueno,0,Palma,699.0,negro,leo,0,3.0,-0.1012,3.0,-0.2601,-7.1352,1.0052,2.0,2.5946,3.0,1.2958,5.1061,-0.1283,0.3132,1.0,0.4326,-0.76,4.0,3.0,-9.8948,-5.038,0.8895,1.2029,-3.4369,2.0,8.0,1.8589,-0.1189,9.1451,-7.4989,4.0
841,2022-07-30,25,22846.68,empleado,2.9,soltero,2,117447.62,180,hipoteca,1,0.251,regular,0,Valladolid,824.0,azul,virgo,0,2.0,-0.9952,4.0,0.7319,-9.9691,0.0668,7.0,-5.1666,2.0,-0.1787,-1.5343,-0.4471,2.1266,5.0,0.5516,1.2421,1.0,4.0,-0.9794,4.536,-0.3771,-1.7767,8.342,2.0,3.0,-5.015,-0.5978,-7.6975,-9.9484,1.0
3133,2023-07-09,31,25464.96,empleado,11.4,soltero,3,44187.68,24,auto,1,0.404,bueno,0,Las Palmas,,naranja,tauro,0,2.0,1.3909,4.0,0.8902,-3.8067,0.3,4.0,-4.4982,2.0,0.6152,3.0905,0.58,0.2081,6.0,0.2486,0.2885,5.0,4.0,3.5482,-4.902,-1.7634,1.7253,9.4957,0.0,0.0,-8.5977,1.0009,8.1155,-9.8939,1.0
582,2023-09-01,127,23251.42,jubilado,15.7,casado,0,72565.85,180,hipoteca,0,0.485,bueno,1,Bilbao,579.0,negro,leo,0,2.0,-0.4756,2.0,-0.9591,-9.6265,-0.4814,4.0,-4.195,2.0,0.3105,7.7987,-0.669,-1.3178,2.0,0.4483,0.5977,2.0,2.0,-8.2633,-1.546,0.92,0.1984,-3.714,4.0,4.0,3.8929,0.4789,-5.284,3.6485,5.0
205,2022-11-30,29,11418.21,desempleado,0.0,divorciado,0,12753.65,48,personal,3,0.4,regular,0,Vigo,655.0,negro,cancer,0,0.0,0.0856,2.0,0.3756,5.9317,1.9299,3.0,-0.3889,1.0,0.4139,8.1297,-0.3334,-0.7921,7.0,1.0887,0.0745,3.0,2.0,-1.2275,-2.9273,0.7521,0.7235,-1.881,1.0,2.0,4.1857,-1.4259,0.269,-6.8779,5.0
1642,2022-02-06,21,30649.2,empleado,1.4,soltero,0,227394.06,360,hipoteca,2,0.406,bueno,0,GIJON,523.0,verde,cancer,0,1.0,0.3458,1.0,-0.3385,-3.4021,0.8916,2.0,8.3316,1.0,0.5874,8.5967,-0.0275,-1.0725,5.0,0.0991,0.1992,4.0,3.0,3.9106,5.6519,-0.5029,0.7122,8.7704,3.0,2.0,9.0162,-1.2884,4.1965,-6.6143,3.0
2015,2023-04-18,46,16447.38,desempleado,0.0,casado,2,4075.3,12,tarjeta,0,0.472,bueno,0,Las Palmas,598.0,morado,cancer,0,1.0,0.2694,6.0,1.6877,6.5122,0.9591,6.0,-5.1374,3.0,1.1493,-9.6822,-0.6581,1.8197,2.0,-0.4354,0.2254,1.0,4.0,5.8824,-1.5276,-1.2667,-0.8132,6.2113,6.0,4.0,-8.6127,1.1106,6.4339,5.0967,5.0
906,2023-06-02,47,5814.16,desempleado,0.0,viudo,3,13150.71,36,personal,1,0.212,regular,0,Sevilla,691.0,verde,aries,0,2.0,1.5891,0.0,0.8102,-6.7326,-1.3321,3.0,-0.9507,0.0,0.8392,7.3632,-0.3873,-0.8148,3.0,-1.7295,1.1649,2.0,3.0,-3.6258,3.5462,-0.0783,1.1284,9.4605,3.0,2.0,1.1764,2.9451,-2.9185,-3.3653,5.0
632,2022-08-28,21,,jubilado,2.8,casado,2,182722.34,360,hipoteca,0,0.349,bueno,0,SEVILLA,689.0,morado,piscis,0,2.0,1.3488,2.0,1.088,-2.8472,-0.1125,4.0,8.5889,7.0,-1.6674,9.1181,-0.0242,-0.6955,2.0,1.5251,0.9872,2.0,0.0,-6.6132,0.5259,0.6955,0.5367,2.2351,2.0,1.0,-0.4177,1.4666,-5.1356,6.4891,4.0
4011,2022-09-15,43,37924.27,autonomo,22.4,divorciado,2,128352.83,180,hipoteca,4,0.258,malo,1,Sevilla,642.0,blanco,tauro,0,3.0,-0.7534,4.0,0.5795,-7.5903,-0.1897,4.0,-3.1461,3.0,-0.3941,-5.3002,0.3715,-1.8335,3.0,0.3468,-0.2299,6.0,7.0,9.7556,-7.9407,-1.1483,0.3487,3.1912,1.0,3.0,3.3144,1.6213,-9.4961,7.8738,0.0
1975,2023-02-13,55,40648.03,autonomo,19.4,soltero,3,16158.92,48,personal,3,0.113,regular,0,Madrid,780.0,morado,capricornio,0,5.0,1.7868,2.0,-0.4669,9.2754,-0.1291,3.0,4.9797,0.0,0.2335,2.5407,-0.6801,1.074,3.0,0.2043,-1.1949,3.0,1.0,-6.8528,-9.0772,-0.436,-0.3473,0.056,6.0,3.0,9.9934,-1.0311,9.753,9.6057,3.0
163,2022-10-26,51,40604.01,empleado,11.3,casado,1,223935.65,360,hipoteca,1,0.151,bueno,0,Gijon,665.0,blanco,leo,0,3.0,0.3904,3.0,-1.2487,-4.2541,0.3703,1.0,3.326,1.0,-0.3155,5.4405,0.1125,-0.1222,3.0,0.1669,2.0202,3.0,4.0,6.0275,5.5504,1.5692,2.1151,-4.8378,2.0,3.0,-9.9234,0.2388,8.466,2.0334,0.0
3317,2023-04-07,34,50804.63,autonomo,8.2,casado,4,47814.07,72,auto,0,0.094,bueno,0, Sevilla ,668.0,azul,aries,0,5.0,0.1659,2.0,-0.1129,-6.9375,-1.3101,7.0,-3.2767,4.0,0.9408,-6.8081,-0.5482,0.4594,3.0,-1.8697,0.535,1.0,2.0,-3.1048,1.1943,-0.7974,-0.9802,3.5204,3.0,3.0,6.3267,-0.2379,6.4537,-1.435,4.0
4530,2023-02-15,19,45337.43,empleado,0.7,divorciado,0,16804.82,24,personal,0,0.496,regular,0,Vigo,622.0,blanco,virgo,0,5.0,-1.1594,2.0,-0.5527,-4.5524,2.129,3.0,1.1162,4.0,-1.0373,8.841,-1.7829,-1.0753,4.0,-0.155,-1.3033,2.0,2.0,3.6611,-4.9047,0.0735,-0.0678,-9.5512,4.0,3.0,4.4558,0.2349,-2.6752,-4.3833,2.0
4541,2023-03-13,28,30882.19,empleado,8.8,casado,0,13917.63,36,auto,4,0.545,bueno,1,Gijon,611.0,rojo,piscis,1,2.0,0.2486,6.0,1.1341,1.9669,-0.8155,8.0,-4.6233,5.0,0.127,-6.815,0.1611,0.4273,4.0,0.2525,-0.2076,5.0,0.0,-8.013,7.9316,-1.3833,-0.0005,2.218,4.0,2.0,7.5728,1.0732,-1.3336,0.4954,2.0
618,2022-07-14,44,,autonomo,3.8,soltero,1,2297.64,24,tarjeta,1,0.806,malo,0,Barcelona,826.0,morado,geminis,1,1.0,-0.2411,2.0,-0.0291,4.5541,-1.0136,5.0,5.0518,2.0,0.3498,-0.0462,-0.315,-0.8165,2.0,1.6481,1.7033,1.0,3.0,-7.9034,9.2961,-1.3114,-0.4847,5.0684,3.0,2.0,-7.8662,-1.3381,9.277,-7.3422,5.0
876,2023-01-04,38,23090.41,jubilado,4.7,viudo,1,3084.21,12,tarjeta,0,0.669,bueno,1,Bilbao,644.0,amarillo,tauro,0,3.0,-1.1255,1.0,-0.2313,3.517,-0.2338,2.0,7.9618,2.0,-0.3124,-4.1181,-0.4568,0.0788,6.0,-1.3997,-0.6707,1.0,0.0,-6.0771,9.9807,0.1896,0.1645,-4.9594,1.0,5.0,9.2642,-0.6349,-2.8771,-9.8395,0.0
1432,2022-05-16,45,36694.69,empleado,4.9,casado,1,26368.18,48,auto,1,0.227,bueno,0,Barcelona,634.0,morado,cancer,0,5.0,0.0878,8.0,-1.3408,4.4486,0.5809,3.0,9.2348,6.0,0.323,-7.3773,2.2292,0.8256,2.0,0.951,-0.5578,3.0,0.0,-0.2665,-9.6896,0.152,-1.2895,-4.0195,5.0,2.0,-6.339,-0.0203,5.5594,-0.2614,9.0
548,2023-03-08,70,27445.68,jubilado,32.9,casado,2,3607.84,24,tarjeta,1,0.309,bueno,0,Cordoba,676.0,blanco,tauro,0,2.0,-0.212,2.0,-1.2813,9.0937,0.3311,2.0,-1.7184,1.0,-0.4856,3.17,0.1995,0.2979,3.0,-0.385,-2.0159,5.0,10.0,5.2185,-9.0272,-1.0653,-0.256,-4.3333,5.0,4.0,-2.8903,-0.1908,7.9363,1.5136,2.0
3403,2022-04-25,48,38350.13,empleado,3.5,soltero,5,25864.54,60,auto,4,0.252,bueno,0,Sevilla,718.0,azul,libra,0,2.0,0.6483,2.0,-0.6052,4.2021,-0.6186,3.0,5.2215,2.0,-0.2192,2.276,0.682,-1.1667,4.0,0.7267,-0.1191,4.0,3.0,7.0389,5.7124,-1.5385,-0.2463,-5.4478,1.0,1.0,0.8456,0.4568,-9.5566,-0.598,5.0
